"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"70";"SICK_is_SICK";"2000003338";"1000001304";"1000001142";"1022";"86268";"1000001043";"689";"1451380.2";"0.2250791";"37";"74";"0.5";"1391016.4";"160";"2000000124";"2489";"98";"160.67532";"16.77444";"257.1389";"292";"175"
"71";"vNiGhTMaR5Z_";"16792916367";"16791634149";"1272027";"10424";"739258";"19704";"14021";"1.4053206";"0.12959625";"369";"588";"0.627551";"1362954.4";"828417123";"77";"15964498879";"91";"336.7742";"52.605373";"6552.957";"143";"54"
"72";"reesie2011";"2000002026";"2000000947";"386";"808";"91155";"347";"1142";"0.3038529";"0.1995475";"23";"60";"0.38333333";"1316440.4";"13";"9";"2000002004";"0";"164.16895";"237.90488";"83.63913";"0";"0"
"73";"TeCHNiiCiAN";"4682288648";"11319743";"4670963546";"5683";"214700";"387320866";"1381";"280464.06";"1.4223493";"295";"178";"1.6573033";"1308511.0";"205";"66";"4682288173";"0";"276.06506";"143.91434";"5090.2305";"84";"120"
"74";"MonkeyBoi3___xD";"5126153257";"4893309664";"232838978";"5015";"238921";"1234";"1284";"0.9610592";"0.21399984";"128";"196";"0.6530612";"1287325.9";"62";"21";"5126149287";"3528";"226.86264";"42.475304";"541.9216";"9";"350"
"75";"uHoHBanGBanG";"3122441504874";"11089520298226";"1813139153";"7776458177335";"147811981";"14772";"4864";"3.0370066";"0.16927";"338";"1136";"0.2975352";"1267464.9";"4094";"13336802";"3122428163079";"11";"868.14154";"21.885397";"6400.558";"769";"119"
"76";"SkidPatrol";"8591387899";"8590034268";"4296219290";"4295069160";"412017";"621833";"1320";"471.0856";"0.18966268";"60";"169";"0.35502958";"1251121.2";"360";"101300016";"8490087412";"74";"239.23703";"4.837649";"66.85078";"27";"10"
"77";"DAD_1_only";"1000000485";"1000000244";"89";"207";"48105";"75";"557";"0.13464992";"0.13520618";"11";"53";"0.20754717";"1247272.2";"0";"0";"1000000476";"9";"71.0399";"64.64615";"45.388844";"0";"0"
"78";"deciever444";"1000102213";"1000100333";"1210";"706";"49058";"-1999998837";"2000000334";"-0.9999992";"0.99567723";"12";"58";"0.20689656";"1223167.1";"0";"-1999999988";"3000102186";"3";"87.26821";"5.690656";"1046.6687";"0";"12"
"79";"LegendLemone";"8590214532";"8770043023";"10165160";"-99990467";"422674";"110225203";"-9995029";"1.102252E8";"0.23062973";"536";"551";"0.9727768";"1219409.9";"273554";"1664600647";"6925338914";"297";"870.20166";"50.8274";"2218.6396";"799";"321"
