"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"60";"patchoIololol";"3000000039";"3000000000";"0";"39";"9";"0";"0";"0.0";"0.0";"3";"0";"3.0";"2.0E10";"0";"0";"3000000039";"0";"0.0021987625";"0.0";"0.0";"0";"0"
"61";"patcholoIolol";"3000000039";"3000000000";"0";"39";"8";"0";"0";"0.0";"0.0";"3";"0";"3.0";"2.24999997E10";"0";"0";"3000000039";"0";"0.0";"0.0";"0.0";"0";"0"
"62";"patchololololoI";"3000000039";"3000000000";"0";"39";"16";"0";"0";"0.0";"0.0";"3";"0";"3.0";"1.12499999E10";"0";"0";"3000000039";"0";"0.04071074";"0.0";"0.0";"0";"0"
"63";"patchoIoloIol";"3000000039";"3000000000";"0";"39";"44";"0";"0";"0.0";"0.0";"3";"0";"3.0";"4.09090893E9";"0";"0";"3000000039";"0";"0.09324827";"0.0";"0.0";"0";"0"
"64";"RUSHUM";"4305757141";"2305610218";"2000072712";"82657";"5544476";"1900068443";"-99943495";"1.90006848E9";"0.17655015";"1806";"3606";"0.50083196";"46595.105";"2701";"4404021302";"-98269540";"319";"8206.953";"1648.8895";"113619.336";"1825";"534"
"65";"kamikaze_74b";"2139457444";"2138883683";"564535";"10991";"1113397";"308359";"17429";"17.692295";"0.21292053";"492";"1139";"0.43195787";"115293.5";"1682";"275540";"2139178179";"561";"2326.8206";"963.5019";"7111.8857";"1042";"440"
"66";"moreno_rd";"2138830949";"2138794999";"25291";"18832";"1983499";"22669";"24032";"0.943284";"0.19006498";"708";"1996";"0.35470942";"64698.727";"437";"198";"2138830027";"80";"3718.9832";"1651.5065";"21967.613";"207";"0"
"67";"brigg_008";"2138232959";"2138134611";"42849";"69104";"3212435";"41394";"36236";"1.1423446";"0.24520047";"1659";"3498";"0.474271";"39936.676";"8207";"2772";"2138200345";"19968";"6361.778";"758.2915";"15447.797";"1158";"509"
"68";"finalsk8r";"2104170637";"2103883098";"281793";"6181";"198609";"86884";"2211";"39.296246";"0.1605589";"302";"307";"0.9837133";"635672.3";"275194";"117";"2103895248";"0";"259.3298";"10.546204";"4499.6523";"78";"0"
"69";"WarOracIe-";"2100264317";"2100257669";"4083";"3183";"155859";"420423865";"-420419320";"4.20423872E8";"0.16722128";"163";"173";"0.94219655";"808524.8";"2000000421";"442";"100263271";"0";"194.46033";"7.53101";"2047.8948";"55";"128"
"70";"Not-Brick";"2002671421";"2001932592";"731357";"8049";"769502";"7683";"2566";"2.9941542";"0.16655038";"259";"868";"0.2983871";"156153.31";"641";"161";"2002669731";"75";"463.94803";"86.10903";"15865.815";"519";"294"
"71";"zv_nik";"2001732227";"2001104875";"623869";"3791";"373852";"4241";"2957";"1.4342239";"0.22221385";"200";"662";"0.3021148";"321260.62";"826027";"792";"2000629724";"275048";"520.41736";"18.05885";"1686.6675";"121";"515"
"72";"goathardt3";"2000973535";"2000947174";"19649";"9739";"1423781";"38224";"19629";"1.9473228";"0.19965698";"508";"2143";"0.23705086";"84323.65";"3429";"601";"2000966511";"397";"3179.8953";"524.3056";"5711.2324";"2318";"279"
"73";"Lusitano12";"2001484388";"2000444171";"922293";"144203";"11804116";"171289";"95140";"1.8003889";"0.14892967";"3900";"12310";"0.31681558";"10173.491";"-1426035712";"26381";"3427465226";"16838";"17655.018";"3349.1062";"145599.92";"8921";"2734"
"74";"RAPTOR_ASS9";"335384";"2000299002";"-1999980157";"18452";"1444620";"-1009980916";"2000012174";"-0.5049874";"0.08991339";"401";"1256";"0.3192675";"13.929643";"3747";"324";"330871";"193";"1314.552";"336.1854";"48656.68";"211";"38"
"75";"catz1121";"2000380241";"2000270793";"53123";"81095";"4200799";"250583";"42913";"5.839326";"0.26871583";"2306";"2901";"0.79489833";"28571.424";"15034";"1550";"2000358502";"2577";"7208.076";"1954.2136";"31546.219";"2090";"488"
"76";"sac_man";"2000416834";"2000206329";"89559";"129028";"10362788";"77754";"110716";"0.7022833";"0.15366404";"2582";"4227";"0.61083513";"11582.309";"1288";"10455";"2000390248";"11121";"20613.268";"4602.6113";"100042.31";"1086";"2636"
"77";"SilentKilI64";"2000194007";"2000176472";"5303";"12884";"690293";"4773";"2394";"1.9937344";"0.1680076";"585";"323";"1.8111455";"173856.08";"204";"191";"2000189371";"4105";"860.1707";"183.34439";"6484.4824";"71";"65"
