"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"90";"wikidclowne";"104593";"53846";"23830";"27121";"473328";"23698";"903";"26.243633";"0.8691611";"795";"65";"12.230769";"13.258417";"5816";"24836";"60938";"12876";"Infinity";"82.63195";"2485.122";"0";"127"
"91";"ultraman40";"100522";"37159";"38516";"30160";"4180059";"29929";"21379";"1.3999251";"0.2147418";"1150";"3530";"0.32577905";"1.4428792";"12";"1071";"96898";"1998";"Infinity";"2974.277";"5555.995";"43";"500"
"92";"Ramirez468";"95018";"77963";"5251";"13468";"869489";"4890";"8362";"0.5847883";"0.25462565";"507";"925";"0.5481081";"6.5568166";"556";"16451";"71056";"5891";"Infinity";"631.20953";"3224.3215";"158";"906"
"93";"Supernub";"85096";"52708";"14049";"20381";"1205353";"12491";"13723";"0.9102237";"0.27065802";"888";"434";"2.046083";"4.235904";"223";"2399";"39903";"39836";"Infinity";"1993.3679";"12382.693";"1208";"1527"
"94";"Tronje";"82290";"57493";"15867";"11950";"1177660";"14499";"12709";"1.1408451";"0.2131706";"763";"698";"1.0931232";"4.1925516";"1973";"15232";"50217";"14104";"Infinity";"862.3256";"14795.982";"264";"500"
"95";"The-NoOoOoOoOoBY";"78775";"27265";"21493";"34207";"1637068";"20550";"16011";"1.2834926";"0.17516984";"660";"1042";"0.63339734";"2.887174";"1225";"1433";"71279";"3514";"Infinity";"551.9311";"43400.83";"291";"1033"
"96";"Dr_Woodie";"75990";"2170";"322";"73580";"1077615";"317";"6509";"0.048701797";"0.29282162";"1498";"307";"4.879479";"4.23101";"262";"2605";"3495";"69327";"Infinity";"2.0961847";"265.4781";"0";"301"
"97";"YAHIR_-2003";"75796";"63939";"6245";"7926";"559955";"5608";"6081";"0.9222167";"0.17904705";"297";"624";"0.47596154";"8.121653";"434";"336";"71657";"3086";"Infinity";"293.74402";"6710.4";"37";"246"
"98";"BabyBubby-";"74779";"41866";"6193";"27652";"1240938";"5913";"2795";"2.1155634";"0.1751172";"670";"1224";"0.54738563";"3.6156034";"878";"2678";"61703";"6850";"Infinity";"70.93638";"4529.9214";"73";"2597"
"99";"SuchRemorse";"71994";"31084";"17462";"26358";"996497";"16566";"16365";"1.0122823";"0.27503085";"496";"522";"0.95019156";"4.334825";"14340";"3040";"37403";"17073";"Infinity";"843.19434";"6732.285";"89";"49"
"100";"D12-SNIPER-24";"71815";"64076";"1385";"6505";"140472";"1329";"444";"2.9932432";"0.2760527";"333";"162";"2.0555556";"30.67444";"6";"1477";"70046";"170";"Infinity";"9.273992";"1263.8768";"0";"116"
"101";"c_U_ashoL";"66815";"24784";"2654";"43032";"13070456";"2180";"196760";"0.011079487";"0.021759182";"1379";"17258";"0.07990497";"0.30671462";"24";"1161";"41250";"20796";"Infinity";"403.11578";"6934.234";"3550";"34"
"102";"Chaos22";"55358";"27046";"16533";"13587";"1305325";"12869";"12755";"1.0089377";"0.2825435";"432";"651";"0.6635945";"2.5445619";"833";"797";"49842";"3423";"Infinity";"1003.93024";"2024.9373";"226";"237"
"103";"C_U_AzO";"55240";"4879";"732";"51930";"10770235";"628";"150226";"0.004180368";"0.017104179";"2627";"16317";"0.16099773";"0.30773702";"62";"230";"40633";"11033";"Infinity";"47.99457";"2976.755";"2974";"308"
"104";"Akitaka-Sahaku";"53742";"32870";"7042";"14012";"460126";"6980";"531";"13.145009";"0.56171525";"399";"89";"4.483146";"7.0079064";"6585";"817";"36194";"10146";"Infinity";"33.81694";"2059.7063";"0";"0"
"105";"snook0626";"53332";"25361";"18988";"17422";"2491217";"16261";"29957";"0.54281133";"0.10916679";"846";"2362";"0.35817105";"1.2844806";"1339";"311";"51060";"241";"Infinity";"1529.7145";"23085.113";"312";"69"
"106";"tek-guy";"45522";"32431";"9639";"4881";"1113912";"8330";"11395";"0.73102236";"0.20553581";"430";"802";"0.5361596";"2.452007";"77";"731";"37219";"7302";"Infinity";"2248.26";"4761.2285";"166";"27"
"107";"TheKiNG1155";"44266";"26241";"10788";"8783";"661431";"10384";"8163";"1.2720814";"0.19780917";"277";"777";"0.35649934";"4.0154757";"412";"1097";"41805";"89";"Infinity";"52.088326";"5153.685";"617";"246"
"108";"TrillRynx";"36462";"8037";"420";"28032";"353468";"407";"135";"3.0148149";"0.22925496";"573";"15";"38.2";"6.1893015";"289";"0";"6557";"29437";"Infinity";"3.9338844";"304.15662";"163";"16"
"109";"Gnrl-Boss-2gay";"31911";"4175";"500";"29107";"11003760";"416";"153154";"0.0027162202";"0.013827548";"1947";"17819";"0.109265395";"0.17400052";"30";"1256";"19566";"9535";"Infinity";"21.994413";"2219.568";"1524";"0"
"110";"RuaCeLeste";"31516";"15187";"8281";"11087";"1172195";"6170";"10955";"0.56321317";"0.15152302";"360";"939";"0.38338658";"1.6131786";"0";"82";"31304";"130";"Infinity";"805.85034";"325.6889";"0";"0"
"111";"Kayyz11";"27495";"19480";"4387";"3909";"240604";"4056";"1499";"2.7058039";"0.2457613";"119";"317";"0.3753943";"6.8564944";"475";"19";"26606";"281";"Infinity";"40.90983";"1890.2288";"36";"78"
"112";"BUMBUKA";"20298";"7434";"7367";"8821";"988145";"6424";"10393";"0.61810833";"0.15602721";"380";"913";"0.4162103";"1.2324911";"1187";"1657";"13174";"3397";"Infinity";"651.6001";"3428.1494";"579";"304"
"113";"LilPower815";"17572";"13694";"321";"3594";"28651";"311";"172";"1.8081396";"0.17187361";"256";"54";"4.740741";"36.798717";"140";"0";"17416";"0";"Infinity";"1.7353599";"132.66464";"0";"16"
"114";"Phazon48";"16281";"9527";"2876";"5577";"648351";"2488";"8207";"0.30315584";"0.13918728";"204";"726";"0.28099173";"1.506684";"183";"578";"12118";"2887";"Infinity";"871.9843";"2633.49";"390";"125"
"115";"holasam";"16010";"7412";"5445";"4352";"633030";"4678";"6675";"0.70082396";"0.15523383";"269";"544";"0.4944853";"1.5174637";"96";"3662";"6300";"5214";"Infinity";"1022.90875";"2402.8252";"631";"107"
