"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"935";"louisstarbuck";"0";"0";"0";"0";"98";"0";"3";"0.0";"0.73170733";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.07549568";"0.46658617";"0.0";"0";"0"
"936";"nEeD2WiN";"0";"0";"0";"0";"427";"0";"3";"0.0";"0.73134327";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.26064387";"2.6533167";"1.0971454";"0";"0"
"937";"eggrollz1";"25";"4";"12";"9";"752";"11";"1";"11.0";"0.7307692";"0";"4";"0.0";"1.9946808";"0";"25";"0";"0";"0.21548778";"0.9701612";"0.0";"0";"0"
"938";"Volker_NM";"5";"5";"2";"0";"527";"2";"3";"0.6666667";"0.7307692";"0";"2";"0.0";"0.56925994";"0";"0";"2";"3";"1.5846665";"0.0";"0.0";"0";"0"
"939";"Zoltar102";"0";"0";"0";"0";"89";"0";"1";"0.0";"0.73";"0";"0";"0.0";"0.0";"0";"0";"0";"0";"0.1728111";"2.067914E-5";"0.5706821";"0";"0"
"940";"lDriiZZyl";"108";"0";"108";"0";"1590";"100";"0";"100.0";"0.7299453";"0";"1";"0.0";"4.075472";"108";"0";"0";"0";"0.0";"0.0";"63.43761";"0";"0"
"941";"Haruhi-0808";"-1";"0";"0";"0";"140";"0";"4";"0.0";"0.7297297";"0";"1";"0.0";"-0.42857143";"0";"0";"-1";"0";"0.37500218";"0.0";"0.0";"0";"0"
"942";"JAWWSHAGGY";"0";"0";"0";"0";"49";"0";"1";"0.0";"0.7294118";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.097558826";"0.0";"0.5146476";"0";"0"
"943";"Slipknot_15780";"17";"16";"1";"0";"221";"1";"0";"1.0";"0.7293233";"0";"0";"0.0";"4.6153846";"0";"0";"0";"17";"0.51771164";"0.41869318";"0.0";"0";"0"
"944";"R10sp";"-1";"0";"0";"0";"158";"0";"3";"0.0";"0.7282609";"0";"1";"0.0";"-0.37974682";"0";"0";"0";"-1";"0.28433213";"0.0";"0.0";"0";"0"
"945";"phetchrik";"9";"6";"3";"0";"934";"3";"5";"0.6";"0.72727275";"0";"2";"0.0";"0.57815844";"0";"0";"9";"0";"1.8781672";"0.12602383";"0.0";"0";"0"
"946";"fattoke";"5";"0";"5";"0";"996";"3";"2";"1.5";"0.72727275";"0";"3";"0.0";"0.3012048";"0";"0";"5";"0";"0.28763017";"0.5838377";"0.0";"0";"0"
"947";"barona27";"4";"2";"2";"0";"516";"1";"7";"0.14285715";"0.72727275";"0";"1";"0.0";"0.46511626";"0";"0";"4";"0";"1.6205884";"0.42980185";"0.0";"0";"0"
"948";"berget86";"2";"0";"2";"0";"51";"1";"1";"1.0";"0.72727275";"0";"1";"0.0";"2.352941";"0";"0";"2";"0";"0.057275448";"0.0";"0.0";"0";"0"
"949";"IIAIIBIIBIIYII2G";"1";"0";"1";"0";"613";"1";"3";"0.33333334";"0.72727275";"0";"3";"0.0";"0.09787928";"0";"0";"0";"1";"0.18440142";"0.29024646";"5.98677";"0";"0"
"950";"Malhorne_87";"1";"1";"0";"0";"190";"0";"3";"0.0";"0.72727275";"0";"1";"0.0";"0.31578946";"0";"0";"0";"1";"0.6369496";"0.0";"0.0";"0";"0"
"951";"distortioned";"0";"0";"0";"0";"619";"0";"5";"0.0";"0.72727275";"0";"3";"0.0";"0.0";"0";"0";"0";"0";"0.06691661";"0.0";"6.7414517";"0";"0"
"952";"jd22dj";"0";"0";"0";"0";"296";"0";"5";"0.0";"0.72727275";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.44640133";"0.0";"0.9154786";"0";"0"
"953";"wamp5";"0";"0";"0";"0";"155";"0";"3";"0.0";"0.72727275";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.29259074";"0.0";"0.0";"0";"0"
"954";"xavyz";"-1";"0";"0";"0";"303";"0";"4";"0.0";"0.72727275";"0";"1";"0.0";"-0.19801979";"0";"0";"0";"0";"0.5325207";"0.0";"5.1847563";"-1";"0"
"955";"hash_fugitive";"4";"3";"1";"0";"398";"1";"2";"0.5";"0.7263158";"0";"1";"0.0";"0.60301507";"0";"0";"0";"4";"0.77649367";"0.8451748";"0.0";"0";"0"
"956";"brian9393";"4";"0";"4";"0";"78";"1";"0";"1.0";"0.72619045";"0";"1";"0.0";"3.0769231";"0";"0";"0";"0";"0.26694414";"0.0";"0.0";"0";"4"
"957";"hunter1253";"1";"0";"1";"0";"182";"1";"1";"1.0";"0.7254902";"0";"1";"0.0";"0.32967034";"0";"1";"0";"0";"0.56197596";"0.0";"0.0";"0";"0"
"958";"greenhorn33";"5";"0";"5";"0";"249";"3";"1";"3.0";"0.7241379";"1";"0";"1.0";"1.2048192";"0";"5";"0";"0";"0.8769699";"7.4410127E-6";"0.0";"0";"0"
